,name,city,state,Lat,Lng
523,Triangle Brewing Company,Durham, NC,,
524,Bomb Beer Company,New York, NY,,
525,Churchkey Can Company,Seattle, WA,,
526,Intuition Ale Works,Jacksonville, FL,,
527,Asheville Brewing Company,Asheville, NC,,
528,Northwoods Brewpub,Eau Claire, WI,,
529,Buckbean Brewing Company,Reno, NV,,
530,Dolores River Brewery,Dolores, CO,,
531,Flat Rock Brewing Company,Smithton, PA,,
532,Abita Brewing Company,Abita Springs, LA,,
533,Mammoth Brewing Company,Mammoth Lakes, CA,,
534,Harvest Moon Brewing Company,Belt, MT,,
535,Grand Canyon Brewing Company,Williams, AZ,,
536,Lewis and Clark Brewing Company,Helena, MT,,
537,Dundee Brewing Company,Rochester, NY,,
538,Twin Lakes Brewing Company,Greenville, DE,,
539,Mother Earth Brewing Company,Kinston, NC,,
540,Arcadia Brewing Company,Battle Creek, MI,,
541,Angry Minnow Brewing Company,Hayward, WI,,
542,Great Northern Brewing Company,Whitefish, MT,,
543,Pyramid Breweries,Seattle, WA,,
544,Lancaster Brewing Company,Lancaster, PA,,
545,Upstate Brewing Company,Elmira, NY,,
546,Moat Mountain Smoke House & Brew...,North Conway, NH,,
547,Prescott Brewing Company,Prescott, AZ,,
548,Mogollon Brewing Company,Flagstaff, AZ,,
549,Wind River Brewing Company,Pinedale, WY,,
550,Silverton Brewery,Silverton, CO,,
551,Mickey Finn's Brewery,Libertyville, IL,,
552,Covington Brewhouse,Covington, LA,,
553,Dave's Brewfarm,Wilson, WI,,
554,Ukiah Brewing Company,Ukiah, CA,,
555,Butternuts Beer and Ale,Garrattsville, NY,,
556,Sleeping Lady Brewing Company,Anchorage, AK,,
